"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7684","test_declined_debit_payment","tests","2026-09-13","broken","2026-09-13","TestPayment","test_payment","",""
"","264","test_credit_button","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","7679","test_invalid_card_number_too_short","tests","2026-09-13","broken","2026-09-13","TestPayment","test_payment","",""
"","561","test_valid_month","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","690","test_valid_card_number_format","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","231","test_price_info_displayed","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","620","test_valid_owner","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","8226","test_successful_debit_payment","tests","2026-09-13","broken","2026-09-13","TestPayment","test_payment","",""
"","613","test_valid_cvc","tests","2026-09-13","passed","2026-09-13","TestPayment","test_payment","",""
"","7706","test_invalid_month_13","tests","2026-09-13","broken","2026-09-13","TestPayment","test_payment","",""
"","7700","test_invalid_cvc_too_short","tests","2026-09-13","skipped","2026-09-13","TestPayment","test_payment","",""
"","7560","test_empty_card_number","tests","2026-09-13","broken","2026-09-13","TestPayment","test_payment","",""
"","7756","test_invalid_owner_cyrillic","tests","2026-09-13","skipped","2026-09-13","TestPayment","test_payment","",""
