"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
" Ожидаем ошибку 'Истёк срок действия карты' (или похожую) ","10792","Валидация: Просроченный год карты","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"Карта DECLINED - на UI ошибка, в БД статус DECLINED.","8979","Отклоненная оплата дебетовой картой","tests","2026-09-13","failed","2026-09-13","TestPayment","Тесты оплаты","",""
"Проверяет полный happy path: заполнение формы валидными данными, отправка, успешное уведомление на UI и статус APPROVED в БД.","11066","Успешная оплата дебетовой картой","tests","2026-09-13","failed","2026-09-13","TestPayment","Тесты оплаты","",""
"CVC из 2 цифр должен отклоняться — сейчас пропускается.","6042","Баг: Валидация CVC не проверяет длину","tests","2026-09-13","skipped","2026-09-13","TestPayment","Тесты оплаты","",""
"","5790","Валидация: Корректный формат номера карты 16-значный","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"Нажатие на 'Купить в кредит' открывает страницу кредита.","358","Переключение на вкладку 'Купить в кредит'","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","675","Валидация: Слишком короткий номер карты","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","658","Валидация: Корректный CVC","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","592","Валидация: Корректный месяц (09)","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","650","Валидация: Несуществующий месяц (13)","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"Кириллица в поле 'Владелец' должна отклоняться — сейчас пропускается.","5707","Баг: Поле 'Владелец' пропускает кириллицу","tests","2026-09-13","skipped","2026-09-13","TestPayment","Тесты оплаты","",""
"","634","Валидация: Корректный владелец (латиница)","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","10806","Валидация: Пустое поле номера карты","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
"","207","Отображение цены, миль и процентов кешбэка","tests","2026-09-13","passed","2026-09-13","TestPayment","Тесты оплаты","",""
